d,id,ticker,r,price,vol_021,vol_063
2008-02-22,10107,MSFT,-0.015059832,27.68,0.342584007,0.296522581
2008-02-25,10107,MSFT,0.00576336,27.84,0.300980681,0.296771367
2008-02-26,10107,MSFT,0.019211276,28.38,0.315595444,0.300140497
2008-02-27,10107,MSFT,-0.004236963,28.26,0.315731392,0.293419233
2008-02-28,10107,MSFT,-0.011745712,27.93,0.315965002,0.293821879
2008-02-29,10107,MSFT,-0.026487723,27.1999,0.322607963,0.294250955
2008-03-03,10107,MSFT,-0.00774693,26.99,0.314157091,0.294382858
2008-03-04,10107,MSFT,0.021986515,27.59,0.247513436,0.298658125
2008-03-05,10107,MSFT,0.019023893,28.1199,0.259956895,0.299753075
2008-03-06,10107,MSFT,-0.019749749,27.57,0.236102332,0.301722591
2008-03-07,10107,MSFT,0.010822228,27.87,0.232051737,0.289609946
2008-03-10,10107,MSFT,0.006437236,28.05,0.228200646,0.288713521
2008-03-11,10107,MSFT,0.042915801,29.28,0.267858715,0.303093733
2008-03-12,10107,MSFT,-0.022450129,28.63,0.276534285,0.305083945
2008-03-13,10107,MSFT,-0.000349061,28.62,0.276229236,0.303351203
2008-03-14,10107,MSFT,-0.023331065,27.96,0.277105568,0.304846909
2008-03-17,10107,MSFT,0.012086661,28.3,0.275640653,0.302301777
2008-03-18,10107,MSFT,0.038812938,29.42,0.306556789,0.313693055
2008-03-19,10107,MSFT,-0.027568544,28.62,0.322465089,0.314058207
2008-03-20,10107,MSFT,0.019378027,29.18,0.32886895,0.316150576
2008-03-24,10107,MSFT,-0.000343059,29.17,0.328269722,0.316075735
2008-03-25,10107,MSFT,-0.001028529,29.14,0.322752762,0.312474465
2008-03-26,10107,MSFT,-0.020104753,28.56,0.331719487,0.312084187
2008-03-27,10107,MSFT,-0.01801836,28.05,0.331341628,0.311221631
2008-03-28,10107,MSFT,-0.005003497,27.91,0.331459514,0.311061356
2008-03-31,10107,MSFT,0.016699779,28.38,0.334037381,0.312629584
2008-04-01,10107,MSFT,0.03870231,29.4999,0.343240303,0.323599964
2008-04-02,10107,MSFT,-0.011588893,29.16,0.345130848,0.323237108
2008-04-03,10107,MSFT,-0.005502109,29,0.339857719,0.3229047
2008-04-04,10107,MSFT,0.005501837,29.16,0.334699365,0.323028983
2008-04-07,10107,MSFT,0,29.16,0.325598249,0.318924604
2008-04-08,10107,MSFT,-0.014159778,28.75,0.32919779,0.319197524
2008-04-09,10107,MSFT,0.00485818,28.89,0.328943551,0.313167982
2008-04-10,10107,MSFT,0.007586152,29.11,0.293640635,0.307283556
2008-04-11,10107,MSFT,-0.028927392,28.28,0.300578604,0.311760805
2008-04-14,10107,MSFT,-0.007809414,28.06,0.30161382,0.31134517
2008-04-15,10107,MSFT,0.00674818,28.25,0.291301172,0.310063825
2008-04-16,10107,MSFT,0.02447698,28.95,0.300531306,0.314412983
2008-04-17,10107,MSFT,0.009282781,29.22,0.269638929,0.312502381
2008-04-18,10107,MSFT,0.026343931,30,0.265651217,0.317568143
2008-04-21,10107,MSFT,0.013902905,30.42,0.261851199,0.319039853
2008-04-22,10107,MSFT,-0.005603671,30.25,0.263070971,0.313250384
2008-04-23,10107,MSFT,0.038902393,31.45,0.29251155,0.323155062
2008-04-24,10107,MSFT,0.011067528,31.8,0.280315454,0.313303084
2008-04-25,10107,MSFT,-0.063952026,29.83,0.361490757,0.337559905
2008-04-28,10107,MSFT,-0.028564097,28.99,0.37689125,0.341732075
2008-04-29,10107,MSFT,-0.012146471,28.64,0.375775185,0.3423345
2008-04-30,10107,MSFT,-0.004198803,28.52,0.349172096,0.341720376
2008-05-01,10107,MSFT,0.030389525,29.4,0.364018886,0.346640302
2008-05-02,10107,MSFT,-0.005456862,29.24,0.364009691,0.319230915
2008-05-05,10107,MSFT,-0.005487026,29.08,0.364056636,0.318976938
2008-05-06,10107,MSFT,0.021096887,29.7,0.371413141,0.312694609
2008-05-07,10107,MSFT,-0.016635608,29.21,0.372772366,0.312107865
2008-05-08,10107,MSFT,0.002051893,29.27,0.372509911,0.31071316
2008-05-09,10107,MSFT,0.004091618,29.39,0.371882939,0.309333807
2008-05-12,10107,MSFT,0.020209407,29.99,0.361782083,0.310683893
2008-05-13,10107,MSFT,-0.00333957,29.78,0.360460077,0.310719316
2008-05-14,10107,MSFT,0.005024357,29.93,0.36028416,0.307977669
2008-05-15,10107,MSFT,0.017227747,30.4501,0.355666182,0.307846467
2008-05-16,10107,MSFT,-0.015225319,29.99,0.359954609,0.309495968
2008-05-19,10107,MSFT,-0.017831032,29.46,0.353882007,0.311564248
2008-05-20,10107,MSFT,-0.024047845,28.76,0.35855287,0.315481306
2008-05-21,10107,MSFT,-0.017892113,28.25,0.362400907,0.317464417
2008-05-22,10107,MSFT,0.00775783,28.47,0.331697622,0.316301011
2008-05-23,10107,MSFT,-0.014861893,28.05,0.328446127,0.317594607
2008-05-27,10107,MSFT,0.013808226,28.44,0.257843871,0.316460309
2008-05-28,10107,MSFT,-0.009184045,28.18,0.24096553,0.316889749
2008-05-29,10107,MSFT,0.004602393,28.31,0.238326279,0.316109821
2008-05-30,10107,MSFT,0.000352938,28.32,0.237927654,0.311397194
2008-06-02,10107,MSFT,-0.018532674,27.8,0.218330401,0.313327412
2008-06-03,10107,MSFT,-0.017783188,27.31,0.224529032,0.312351141
2008-06-04,10107,MSFT,0.008386733,27.54,0.227772118,0.31042213
2008-06-05,10107,MSFT,0.027222094,28.3,0.236557811,0.312650137
2008-06-06,10107,MSFT,-0.029039597,27.49,0.24968388,0.3174154
2008-06-09,10107,MSFT,0.007971146,27.71,0.251939384,0.317559762
2008-06-10,10107,MSFT,0.006474992,27.89,0.252850677,0.305619121
2008-06-11,10107,MSFT,-0.027996264,27.12,0.253873506,0.307418407
2008-06-12,10107,MSFT,0.040468012,28.24,0.298141743,0.318308545
2008-06-13,10107,MSFT,0.028967365,29.07,0.316740908,0.320011358
2008-06-16,10107,MSFT,-0.004827634,28.93,0.309540561,0.319347437
2008-06-17,10107,MSFT,-0.004504128,28.8,0.306169949,0.309782028
2008-06-18,10107,MSFT,-0.011876244,28.46,0.302950717,0.305726713
2008-06-19,10107,MSFT,0.016379127,28.93,0.29760303,0.305010908
2008-06-20,10107,MSFT,-0.024493532,28.23,0.303502302,0.308895878
2008-06-23,10107,MSFT,-0.009252674,27.97,0.303720212,0.309394773
2008-06-24,10107,MSFT,-0.008618029,27.73,0.300845655,0.307296073
2008-06-25,10107,MSFT,0.022111724,28.35,0.307146821,0.308428698
2008-06-26,10107,MSFT,-0.021391168,27.75,0.314493354,0.31128656
2008-06-27,10107,MSFT,-0.004333376,27.63,0.31410662,0.30952865
2008-06-30,10107,MSFT,-0.004352458,27.51,0.314244359,0.299247343
2008-07-01,10107,MSFT,-0.023538878,26.87,0.318141387,0.30190056
2008-07-02,10107,MSFT,-0.037539887,25.88,0.337557214,0.310418611
2008-07-03,10107,MSFT,0.003856554,25.98,0.336067457,0.310279835
2008-07-07,10107,MSFT,0.00192315,26.03,0.318585116,0.310348367
2008-07-08,10107,MSFT,-0.006939019,25.85,0.305617392,0.309509089
2008-07-09,10107,MSFT,-0.024277324,25.23,0.311485701,0.312497831
2008-07-10,10107,MSFT,0.0086822,25.45,0.312554458,0.312643451
2008-07-11,10107,MSFT,-0.007890045,25.25,0.300940665,0.308097332
2008-07-14,10107,MSFT,-0.003967862,25.15,0.25521497,0.307885483
2008-07-15,10107,MSFT,0.038990879,26.15,0.273954607,0.318057718
2008-07-16,10107,MSFT,0.041570834,27.26,0.318016171,0.325412029
2008-07-17,10107,MSFT,0.0094928,27.52,0.320772905,0.325439
2008-07-18,10107,MSFT,-0.062215887,25.86,0.381606612,0.343036376
2008-07-21,10107,MSFT,-0.008543391,25.64,0.374065691,0.341662205
2008-07-22,10107,MSFT,0.006220612,25.8,0.369779814,0.342065611
2008-07-23,10107,MSFT,0.024125623,26.43,0.382006565,0.336025208
2008-07-24,10107,MSFT,-0.038176538,25.44,0.401028737,0.342200103
2008-07-25,10107,MSFT,0.027908898,26.16,0.406272335,0.325115795
2008-07-28,10107,MSFT,-0.025552707,25.5,0.408787063,0.324171086
2008-07-29,10107,MSFT,0.023640352,26.11,0.419858149,0.327492605
2008-07-30,10107,MSFT,0.004585471,26.23,0.420554451,0.327659703
2008-07-31,10107,MSFT,-0.019634501,25.72,0.418277664,0.323258765
2008-08-01,10107,MSFT,-0.010945686,25.44,0.399600853,0.323679039
2008-08-04,10107,MSFT,-0.006308859,25.28,0.39965459,0.323717636
2008-08-05,10107,MSFT,0.036127472,26.21,0.420168611,0.329452458
2008-08-06,10107,MSFT,0.030436087,27.02,0.431809847,0.334324958
2008-08-07,10107,MSFT,0.013601084,27.39,0.422482274,0.335574125
2008-08-08,10107,MSFT,0.026658484,28.13,0.429569618,0.339970883
2008-08-11,10107,MSFT,-0.008209607,27.9,0.429689673,0.337631239
2008-08-12,10107,MSFT,0.007854076,28.12,0.428616835,0.338069773
2008-08-13,10107,MSFT,-0.007496025,27.91,0.412547066,0.338103803
2008-08-14,10107,MSFT,0,27.91,0.388114865,0.336055617
2008-08-15,10107,MSFT,-0.003589434,27.81,0.387204541,0.334911315
2008-08-18,10107,MSFT,-0.004324336,27.69,0.314088202,0.33327024
2008-08-19,10107,MSFT,-0.009434364,27.32,0.314524803,0.330429074
2008-08-20,10107,MSFT,-0.001098603,27.29,0.31466503,0.328590192
2008-08-21,10107,MSFT,-0.004039146,27.18,0.305685168,0.328234248
2008-08-22,10107,MSFT,0.023992856,27.84,0.278615099,0.330597424
2008-08-25,10107,MSFT,-0.006486995,27.66,0.267431227,0.329628579
2008-08-26,10107,MSFT,-0.014200349,27.27,0.254836334,0.330325233
2008-08-27,10107,MSFT,0.010577857,27.56,0.245605829,0.330912911
2008-08-28,10107,MSFT,0.01369381,27.94,0.248466523,0.332103669
2008-08-29,10107,MSFT,-0.023538878,27.29,0.253308337,0.333378409
2008-09-02,10107,MSFT,-0.006986348,27.1,0.250919338,0.331763249
2008-09-03,10107,MSFT,-0.007407367,26.9,0.251472187,0.331632854
2008-09-04,10107,MSFT,-0.020657913,26.35,0.233968773,0.32929404
2008-09-05,10107,MSFT,-0.026924226,25.65,0.225548957,0.328590157
2008-09-08,10107,MSFT,0.018158139,26.12,0.230100025,0.330352029
2008-09-09,10107,MSFT,-0.000766294,26.1,0.205225349,0.33001455
2008-09-10,10107,MSFT,0.012942878,26.44,0.211919161,0.326536043
2008-09-11,10107,MSFT,0.033472493,27.34,0.243689684,0.323266078
2008-09-12,10107,MSFT,0.010188916,27.62,0.245578447,0.318466408
2008-09-15,10107,MSFT,-0.029392766,26.82,0.265422852,0.323495328
2008-09-16,10107,MSFT,-0.031435973,25.99,0.284739026,0.329070518
2008-09-17,10107,MSFT,-0.05618524,24.57,0.339175819,0.346199758
2008-09-18,10107,MSFT,0.027695903,25.26,0.357636724,0.349402466
2008-09-19,10107,MSFT,-0.003966858,25.16,0.35750849,0.346452123
2008-09-22,10107,MSFT,0.009493791,25.4,0.360488902,0.346833586
2008-09-23,10107,MSFT,0.001573761,25.44,0.347284325,0.346578263
2008-09-24,10107,MSFT,0.010945875,25.72,0.351125894,0.344223446
2008-09-25,10107,MSFT,0.034017778,26.61,0.371674703,0.349002396
2008-09-26,10107,MSFT,0.029255844,27.4,0.384521105,0.353972855
2008-09-29,10107,MSFT,-0.091266965,25.01,0.49305576,0.398170553
2008-09-30,10107,MSFT,0.065013096,26.69,0.544468808,0.417137867
2008-10-01,10107,MSFT,-0.007899116,26.48,0.544603185,0.410467257
2008-10-02,10107,MSFT,-0.008723943,26.25,0.544814302,0.410811119
2008-10-03,10107,MSFT,0.00266345,26.32,0.5402714,0.410826203
2008-10-06,10107,MSFT,-0.055059324,24.91,0.566076953,0.425262884
2008-10-07,10107,MSFT,-0.069825003,23.23,0.608263875,0.444906395
2008-10-08,10107,MSFT,-0.009515126,23.01,0.608145829,0.444744261
2008-10-09,10107,MSFT,-0.031342071,22.3,0.610110643,0.448563042
2008-10-10,10107,MSFT,-0.036533288,21.5,0.598070806,0.453867895
2008-10-13,10107,MSFT,0.170625929,25.5,0.868346772,0.565353934
2008-10-14,10107,MSFT,-0.056466653,24.1,0.883335199,0.569800895
2008-10-15,10107,MSFT,-0.061610545,22.66,0.900688065,0.581648915
2008-10-16,10107,MSFT,0.065338201,24.19,0.914542235,0.58482171
2008-10-17,10107,MSFT,-0.010806177,23.93,0.909166831,0.584957901
2008-10-20,10107,MSFT,0.032479775,24.72,0.917195068,0.588627229
2008-10-21,10107,MSFT,-0.056587283,23.36,0.936183188,0.596915072
2008-10-22,10107,MSFT,-0.081577802,21.53,0.9735284,0.613711988
2008-10-23,10107,MSFT,0.036035839,22.32,0.98349202,0.615565712
2008-10-24,10107,MSFT,-0.016260488,21.96,0.972592469,0.614428088
2008-10-27,10107,MSFT,-0.036165146,21.18,0.966429356,0.61580302
2008-10-28,10107,MSFT,0.086775683,23.1,0.979745986,0.641462833
2008-10-29,10107,MSFT,-0.004338397,23,0.947304587,0.640477875
2008-10-30,10107,MSFT,-0.0162178,22.63,0.947832784,0.640873535
2008-10-31,10107,MSFT,-0.013345658,22.33,0.948044314,0.641229453
2008-11-03,10107,MSFT,0.012903392,22.62,0.950116278,0.637300853
2008-11-04,10107,MSFT,0.039441843,23.53,0.94654429,0.639430577
2008-11-05,10107,MSFT,-0.063603492,22.08,0.941216634,0.65026144
2008-11-06,10107,MSFT,-0.055880642,20.88,0.959155218,0.655706904
2008-11-07,10107,MSFT,0.029261671,21.5,0.960859257,0.659157683
2008-11-10,10107,MSFT,-0.009345534,21.3,0.953038474,0.658790301
2008-11-11,10107,MSFT,-0.004706056,21.2,0.72202796,0.658759697
2008-11-12,10107,MSFT,-0.043380473,20.3,0.712501423,0.663306182
2008-11-13,10107,MSFT,0.045735981,21.25,0.708079306,0.671020484
2008-11-14,10107,MSFT,-0.057629113,20.06,0.686206729,0.679474127
2008-11-17,10107,MSFT,-0.037586609,19.32,0.693370342,0.682537927
2008-11-18,10107,MSFT,0.022012928,19.62,0.68616493,0.684705358
2008-11-19,10107,MSFT,-0.070195022,18.29,0.69913072,0.696950289
2008-11-20,10107,MSFT,-0.042441013,17.53,0.661731568,0.697923608
2008-11-21,10107,MSFT,0.11568929,19.68,0.778056974,0.739966739
2008-11-24,10107,MSFT,0.050047469,20.69,0.800283446,0.747938817
2008-11-25,10107,MSFT,-0.034418582,19.99,0.799380673,0.749718058
2008-11-26,10107,MSFT,0.024705295,20.49,0.738711653,0.751155668
2008-11-28,10107,MSFT,-0.013264587,20.22,0.739197811,0.750395554
2008-12-01,10107,MSFT,-0.082972997,18.61,0.785735479,0.76657008
2008-12-02,10107,MSFT,0.028603978,19.15,0.796179731,0.769651998
2008-12-03,10107,MSFT,0.036908426,19.87,0.807996165,0.773581137
2008-12-04,10107,MSFT,-0.038999698,19.11,0.798216363,0.775386666
2008-12-05,10107,MSFT,0.038999535,19.87,0.789828666,0.778981416
2008-12-08,10107,MSFT,0.05578753,21.01,0.793387227,0.78816281
2008-12-09,10107,MSFT,-0.019707932,20.6,0.789229094,0.788126581
2008-12-10,10107,MSFT,0.000484882,20.61,0.788767139,0.784529226
2008-12-11,10107,MSFT,-0.057928946,19.45,0.812881374,0.791188195
2008-12-12,10107,MSFT,-0.004637738,19.36,0.80008337,0.7896925
2008-12-15,10107,MSFT,-0.016667128,19.04,0.782230721,0.788239281
2008-12-16,10107,MSFT,0.054674721,20.11,0.78361095,0.79006597
2008-12-17,10107,MSFT,-0.022631164,19.66,0.776145197,0.788509322
2008-12-18,10107,MSFT,-0.018480721,19.3,0.775102531,0.789050428
2008-12-19,10107,MSFT,-0.009369759,19.12,0.734020485,0.788630977
2008-12-22,10107,MSFT,0.003133087,19.18,0.715919547,0.788685177
2008-12-23,10107,MSFT,0.005200454,19.28,0.59063116,0.788315055
2008-12-24,10107,MSFT,-0.005721336,19.17,0.5607651,0.784426156
2008-12-26,10107,MSFT,-0.002089181,19.13,0.549471667,0.781345174
2008-12-29,10107,MSFT,-0.008926725,18.96,0.541090909,0.761759637
2008-12-30,10107,MSFT,0.019843803,19.34,0.545847561,0.750327613
2008-12-31,10107,MSFT,0.005157676,19.44,0.459984187,0.750577503
2009-01-02,10107,MSFT,0.044764931,20.33,0.474892109,0.757036973
2009-01-05,10107,MSFT,0.009302596,20.52,0.459317261,0.757389142
2009-01-06,10107,MSFT,0.01162813,20.76,0.435910818,0.750775865
2009-01-07,10107,MSFT,-0.062100961,19.51,0.472610787,0.748126891
2009-01-08,10107,MSFT,0.030787174,20.12,0.441775965,0.750963907
2009-01-09,10107,MSFT,-0.030274688,19.52,0.448558697,0.750797558
2009-01-12,10107,MSFT,-0.002565288,19.47,0.448421868,0.74751526
2009-01-13,10107,MSFT,0.017816342,19.82,0.405621319,0.662122624
2009-01-14,10107,MSFT,-0.037526389,19.09,0.426727147,0.657074612
2009-01-15,10107,MSFT,0.007826295,19.24,0.423580528,0.64674989
2009-01-16,10107,MSFT,0.024134408,19.71,0.38589817,0.634316065
2009-01-20,10107,MSFT,-0.064437193,18.48,0.439004102,0.645911405
2009-01-21,10107,MSFT,0.047552255,19.38,0.468189145,0.650061243
2009-01-22,10107,MSFT,-0.124578447,17.11,0.637379139,0.685762042
2009-01-23,10107,MSFT,0.005246215,17.2,0.637772878,0.668027109
2009-01-26,10107,MSFT,0.024692613,17.63,0.645303563,0.665682411
2009-01-27,10107,MSFT,0.001700553,17.66,0.645603945,0.665267391
2009-01-28,10107,MSFT,0.021289756,18.04,0.651486213,0.663672003
2009-01-29,10107,MSFT,-0.025261399,17.59,0.655866389,0.639854885
2009-01-30,10107,MSFT,-0.028252366,17.1,0.655392794,0.641657764
2009-02-02,10107,MSFT,0.041803912,17.83,0.675152869,0.647851211
2009-02-03,10107,MSFT,0.036888187,18.5,0.66848575,0.652577678
2009-02-04,10107,MSFT,0.007002426,18.63,0.667934954,0.652104062
2009-02-05,10107,MSFT,0.02176932,19.04,0.671951488,0.648378965
2009-02-06,10107,MSFT,0.032044061,19.66,0.648318851,0.640365217
2009-02-09,10107,MSFT,-0.011253079,19.44,0.639762356,0.631183183
2009-02-10,10107,MSFT,-0.033476125,18.8,0.641661298,0.63141741
2009-02-11,10107,MSFT,0.021574586,19.21,0.646722677,0.632986736
2009-02-12,10107,MSFT,0.002599618,19.26,0.643390578,0.633006592
2009-02-13,10107,MSFT,-0.008866189,19.09,0.630627529,0.627446505
2009-02-17,10107,MSFT,-0.046645166,18.09,0.65004132,0.626758374
2009-02-18,10107,MSFT,0.001656627,18.12,0.643021568,0.616634437
2009-02-19,10107,MSFT,-0.011656676,17.91,0.605040462,0.61261654
2009-02-20,10107,MSFT,0.005012417,18,0.579292343,0.610963924
2009-02-23,10107,MSFT,-0.044881264,17.21,0.409853212,0.601376489
2009-02-24,10107,MSFT,-0.002326705,17.17,0.409615306,0.595423107
2009-02-25,10107,MSFT,-0.012306414,16.96,0.401782868,0.547232401
2009-02-26,10107,MSFT,-0.032357916,16.42,0.415450172,0.539995202
2009-02-27,10107,MSFT,-0.016579687,16.15,0.408053852,0.537021567
2009-03-02,10107,MSFT,-0.022543199,15.79,0.406452798,0.53532803
2009-03-03,10107,MSFT,0.005683816,15.88,0.398707061,0.53533975
2009-03-04,10107,MSFT,0.014999936,16.12,0.370407107,0.511727971
2009-03-05,10107,MSFT,-0.054171116,15.27,0.376591786,0.51823509
2009-03-06,10107,MSFT,0.000654786,15.28,0.373868591,0.51178325
2009-03-09,10107,MSFT,-0.0085444,15.15,0.356685692,0.506932966
2009-03-10,10107,MSFT,0.084147196,16.48,0.464453425,0.529866414
2009-03-11,10107,MSFT,0.037515414,17.11,0.490239021,0.522860744
2009-03-12,10107,MSFT,-0.005862149,17.01,0.479773802,0.521810359
2009-03-13,10107,MSFT,-0.021391168,16.65,0.473483189,0.523061903
2009-03-16,10107,MSFT,-0.024317283,16.25,0.476160519,0.51300985
2009-03-17,10107,MSFT,0.039220713,16.9,0.503116425,0.519804415
2009-03-18,10107,MSFT,0.003543714,16.96,0.480901051,0.519064496
2009-03-19,10107,MSFT,0.010557077,17.14,0.48298751,0.506939266
2009-03-20,10107,MSFT,-0.004677924,17.06,0.481951264,0.505299371
2009-03-23,10107,MSFT,0.071802388,18.33,0.546023247,0.525297458
2009-03-24,10107,MSFT,-0.022063621,17.93,0.527337453,0.526759977
2009-03-25,10107,MSFT,-0.002792897,17.88,0.52738758,0.526708602
2009-03-26,10107,MSFT,0.051768581,18.83,0.551741339,0.537069535
2009-03-27,10107,MSFT,-0.037883607,18.13,0.556762242,0.542225837
2009-03-30,10107,MSFT,-0.036510469,17.48,0.570480183,0.546915702
2009-03-31,10107,MSFT,0.049661213,18.37,0.583210182,0.556078486
2009-04-01,10107,MSFT,0.04990383,19.31,0.601582946,0.563721179
2009-04-02,10107,MSFT,-0.001036537,19.29,0.602237176,0.563630922
2009-04-03,10107,MSFT,-0.028393302,18.75,0.574387224,0.558981937
2009-04-06,10107,MSFT,0.000532858,18.76,0.574411776,0.558589125
2009-04-07,10107,MSFT,0,18.76,0.571735459,0.557978226
2009-04-08,10107,MSFT,0.02266226,19.19,0.507578361,0.54618529
2009-04-09,10107,MSFT,0.024705295,19.67,0.499834658,0.544919126
2009-04-13,10107,MSFT,-0.004075293,19.59,0.49930959,0.541559776
2009-04-14,10107,MSFT,-0.012326662,19.35,0.4938357,0.542111803
2009-04-15,10107,MSFT,-0.027240681,18.83,0.496281063,0.543586074
2009-04-16,10107,MSFT,0.04820809,19.76,0.504537142,0.547011437
2009-04-17,10107,MSFT,-0.02874933,19.2,0.519852476,0.549947489
2009-04-20,10107,MSFT,-0.031211036,18.61,0.53505817,0.551246563
2009-04-21,10107,MSFT,0.019159283,18.97,0.536602363,0.537196107
2009-04-22,10107,MSFT,-0.010066498,18.78,0.480273467,0.52899373
2009-04-23,10107,MSFT,0.007427349,18.92,0.473121439,0.465045899
2009-04-24,10107,MSFT,0.100008218,20.91,0.580341055,0.504887376
2009-04-27,10107,MSFT,-0.024692363,20.4,0.567067803,0.506007997
2009-04-28,10107,MSFT,-0.023308546,19.93,0.555697852,0.50861991
2009-04-29,10107,MSFT,0.015928466,20.25,0.536278418,0.507907412
2009-04-30,10107,MSFT,0.000493878,20.26,0.513567329,0.504902544
2009-05-01,10107,MSFT,-0.000987487,20.24,0.486632604,0.501114713
2009-05-04,10107,MSFT,-0.002473055,20.19,0.486779891,0.494889234
2009-05-05,10107,MSFT,-0.020010889,19.79,0.480979656,0.491699603
2009-05-06,10107,MSFT,0,19.79,0.481011643,0.491562212
2009-05-07,10107,MSFT,-0.024035554,19.32,0.489741119,0.49225936
2009-05-08,10107,MSFT,0.005162651,19.42,0.483885396,0.488142317
2009-05-11,10107,MSFT,-0.005162302,19.32,0.476111606,0.487727562
2009-05-12,10107,MSFT,0.029076162,19.89,0.487011368,0.486311902
2009-05-13,10107,MSFT,-0.007063891,19.75,0.485573536,0.484759741
2009-05-14,10107,MSFT,0.015574092,20.06,0.476798438,0.485675963
2009-05-15,10107,MSFT,0.00794436,20.22,0.448256571,0.485485449
2009-05-18,10107,MSFT,0.018618593,20.6,0.438444082,0.476909091
2009-05-19,10107,MSFT,-0.00779732,20.31,0.422396564,0.477316427
2009-05-20,10107,MSFT,0.003441073,20.38,0.41900332,0.476526407
2009-05-21,10107,MSFT,-0.027862582,19.82,0.430750485,0.480245816
2009-05-22,10107,MSFT,-0.003538252,19.75,0.430963699,0.471000567
2009-05-26,10107,MSFT,0.029435494,20.34,0.267981934,0.474010345
2009-05-27,10107,MSFT,-0.010378673,20.13,0.256381291,0.473776416
2009-05-28,10107,MSFT,0.015771966,20.45,0.247849781,0.469005603
2009-05-29,10107,MSFT,0.021287798,20.89,0.252425687,0.468502719
2009-06-01,10107,MSFT,0.024120742,21.4,0.263909886,0.466974913
2009-06-02,10107,MSFT,0,21.4,0.263748226,0.467075816
2009-06-03,10107,MSFT,0.015303305,21.73,0.266312518,0.46710304
2009-06-04,10107,MSFT,0.004591443,21.83,0.25183496,0.451451121
2009-06-05,10107,MSFT,0.01410111,22.14,0.253058981,0.451632316
2009-06-08,10107,MSFT,-0.004073285,22.05,0.232139813,0.451135826
2009-06-09,10107,MSFT,0.001360075,22.08,0.232808773,0.422358101
2009-06-10,10107,MSFT,0.021062617,22.55,0.234095526,0.418433018
2009-06-11,10107,MSFT,0.012340541,22.83,0.221657375,0.418187414
2009-06-12,10107,MSFT,0.021664618,23.33,0.221245164,0.416099333
2009-06-15,10107,MSFT,0.003850577,23.42,0.220070365,0.41169773
2009-06-16,10107,MSFT,0.00128018,23.45,0.221176895,0.406173685
2009-06-17,10107,MSFT,0.009760214,23.68,0.217595527,0.406254673
2009-06-18,10107,MSFT,-0.007630035,23.5,0.217453504,0.406943971
2009-06-19,10107,MSFT,0.023965519,24.07,0.224783656,0.408173971
2009-06-22,10107,MSFT,-0.033371692,23.28,0.236347612,0.392711094
2009-06-23,10107,MSFT,0.002573685,23.34,0.23363085,0.389166931
